id,url,commonName,lat,lon,Total Docks
BikePoints_307,/Place/BikePoints_307,"Black Lion Gate, Kensington Gardens",51.509908,-0.187842,24
BikePoints_308,/Place/BikePoints_308,"Long Lane , Bermondsey",51.499075,-0.085666,20
BikePoints_309,/Place/BikePoints_309,"Embankment (Savoy), Strand",51.509631,-0.119047,41
BikePoints_310,/Place/BikePoints_310,"Black Prince Road, Vauxhall",51.490867,-0.116911,19
BikePoints_311,/Place/BikePoints_311,"Foley Street, Fitzrovia",51.519181,-0.140485,24
BikePoints_312,/Place/BikePoints_312,"Grove End Road, St. John's Wood",51.530889,-0.17677,20
BikePoints_313,/Place/BikePoints_313,"Wells Street, Fitzrovia",51.517344,-0.138072,38
BikePoints_314,/Place/BikePoints_314,"Tyers Gate, Bermondsey",51.500889,-0.083159,36
BikePoints_315,/Place/BikePoints_315,"The Tennis Courts, The Regent's Park",51.525367,-0.153463,16
BikePoints_316,/Place/BikePoints_316,"Warwick Row, Westminster",51.497998,-0.14296,21
BikePoints_317,/Place/BikePoints_317,"Dickens Square, Borough",51.496791,-0.093913,32
BikePoints_318,/Place/BikePoints_318,"Sackville Street, Mayfair",51.510048,-0.138846,18
BikePoints_319,/Place/BikePoints_319,"Baldwin Street, St. Luke's",51.527025,-0.088542,21
BikePoints_320,/Place/BikePoints_320,"Queen Mother Sports Centre, Victoria",51.493573,-0.139956,26
BikePoints_321,/Place/BikePoints_321,"Bermondsey Street, Bermondsey",51.497855,-0.081608,24
BikePoints_322,/Place/BikePoints_322,"Palissy Street, Shoreditch",51.526293,-0.073955,26
BikePoints_323,/Place/BikePoints_323,"Clifton Street, Shoreditch",51.523196,-0.083067,24
BikePoints_324,/Place/BikePoints_324,"Ontario Street, Elephant & Castle",51.49652,-0.101384,15
BikePoints_325,/Place/BikePoints_325,"St. Martin's Street, West End",51.509087,-0.129697,18
BikePoints_326,/Place/BikePoints_326,"Graham Street, Angel",51.532661,-0.099981,26
BikePoints_327,/Place/BikePoints_327,"Westbourne Green, Westbourne",51.522168,-0.192814,21
BikePoints_328,/Place/BikePoints_328,"New North Road 2, Hoxton",51.53114,-0.086016,22
BikePoints_329,/Place/BikePoints_329,"Prince Albert Road, The Regent's Park",51.535892,-0.160854,24
BikePoints_330,/Place/BikePoints_330,"Eastbourne Mews, Paddington",51.516417,-0.179135,34
BikePoints_331,/Place/BikePoints_331,"Bunhill Row, Moorgate",51.520858,-0.089887,30
BikePoints_332,/Place/BikePoints_332,"Nevern Place, Earl's Court",51.493343,-0.194757,20
BikePoints_333,/Place/BikePoints_333,"Palace Gardens Terrace, Notting Hill",51.508605,-0.193764,37
BikePoints_334,/Place/BikePoints_334,"Concert Hall Approach 1, South Bank",51.505044,-0.115851,10
BikePoints_335,/Place/BikePoints_335,"Tavistock Street, Covent Garden",51.511968,-0.120718,33
BikePoints_336,/Place/BikePoints_336,"Concert Hall Approach 2, South Bank",51.504942,-0.115533,18
BikePoints_337,/Place/BikePoints_337,"Pembridge Villas, Notting Hill",51.511084,-0.197524,16
BikePoints_338,/Place/BikePoints_338,"Wellington Street , Strand",51.511756,-0.119643,24
BikePoints_339,/Place/BikePoints_339,"Risinghill Street, Angel",51.533319,-0.111781,25
BikePoints_340,/Place/BikePoints_340,"Bank of England Museum, Bank",51.514441,-0.087587,16
BikePoints_341,/Place/BikePoints_341,"Craven Street, Strand",51.508103,-0.126021,23
BikePoints_343,/Place/BikePoints_343,"London Zoo Car Park, The Regent's Park",51.536922,-0.150181,36
BikePoints_344,/Place/BikePoints_344,"Goswell Road (City Uni), Finsbury",51.528246,-0.101026,17
BikePoints_345,/Place/BikePoints_345,"Flood Street, Chelsea",51.488023,-0.166878,33
BikePoints_347,/Place/BikePoints_347,"Lower Marsh, Waterloo",51.500139,-0.113936,17
BikePoints_348,/Place/BikePoints_348,"Grosvenor Square, Mayfair",51.51217,-0.150481,17
BikePoints_349,/Place/BikePoints_349,"St. George Street, Mayfair",51.51196,-0.142783,18
BikePoints_350,/Place/BikePoints_350,"Queen's Gate, Kensington Gardens",51.501715,-0.179854,21
BikePoints_351,/Place/BikePoints_351,"Macclesfield Rd, St Lukes",51.529423,-0.097122,28
BikePoints_352,/Place/BikePoints_352,"Vauxhall Street, Vauxhall",51.486965,-0.116625,19
BikePoints_353,/Place/BikePoints_353,"Greycoat Street , Westminster",51.494591,-0.134234,17
BikePoints_354,/Place/BikePoints_354,"Northumberland Avenue, Strand",51.506767,-0.123702,37
BikePoints_355,/Place/BikePoints_355,"Clapham Common Station, Clapham Common",51.461388,-0.139221,21
BikePoints_356,/Place/BikePoints_356,"South Kensington Station, South Kensington",51.494412,-0.173881,15
BikePoints_357,/Place/BikePoints_357,"Howland Street, Fitzrovia",51.520994,-0.139016,30
BikePoints_358,/Place/BikePoints_358,"High Holborn , Covent Garden",51.516226,-0.124826,20
BikePoints_359,/Place/BikePoints_359,"Butler Place, Westminster",51.497829,-0.13544,18
BikePoints_360,/Place/BikePoints_360,"Howick Place, Westminster",51.496753,-0.138733,27
BikePoints_361,/Place/BikePoints_361,"Waterloo Station 2, Waterloo",51.503919,-0.113426,48
BikePoints_362,/Place/BikePoints_362,"Royal College Street, Camden Town",51.536264,-0.133952,57
BikePoints_364,/Place/BikePoints_364,"Store Street, Bloomsbury",51.519572,-0.13214,32
BikePoints_365,/Place/BikePoints_365,"City Road, Angel",51.530344,-0.100168,47
BikePoints_366,/Place/BikePoints_366,"Millennium Hotel, Mayfair",51.510919,-0.151126,27
BikePoints_367,/Place/BikePoints_367,"Harrowby Street, Marylebone",51.517372,-0.164207,16
BikePoints_368,/Place/BikePoints_368,"Harriet Street, Knightsbridge",51.500241,-0.15934,25
BikePoints_370,/Place/BikePoints_370,"Paddington Green, Paddington",51.520205,-0.174593,20
BikePoints_371,/Place/BikePoints_371,"King Edward Walk, Waterloo",51.49775,-0.10988,22
BikePoints_372,/Place/BikePoints_372,"Sardinia Street, Holborn",51.515208,-0.117863,24
BikePoints_373,/Place/BikePoints_373,"Prince Consort Road, Knightsbridge",51.499806,-0.176415,18
BikePoints_374,/Place/BikePoints_374,"Waterloo Station 1, Waterloo",51.504027,-0.113864,36
BikePoints_375,/Place/BikePoints_375,"Kensington Town Hall, Kensington",51.501945,-0.194392,18
BikePoints_376,/Place/BikePoints_376,"Millbank Tower, Pimlico",51.491884,-0.125674,24
BikePoints_377,/Place/BikePoints_377,"Waterloo Bridge, South Bank",51.505354,-0.113656,15
BikePoints_378,/Place/BikePoints_378,"Natural History Museum, South Kensington",51.495592,-0.179077,42
BikePoints_379,/Place/BikePoints_379,"Turquoise Island, Notting Hill",51.514311,-0.200838,21
BikePoints_380,/Place/BikePoints_380,"Stanhope Gate, Mayfair",51.506864,-0.150666,21
BikePoints_381,/Place/BikePoints_381,"Charlotte Street, Fitzrovia",51.51953,-0.135777,14
BikePoints_382,/Place/BikePoints_382,"Farm Street, Mayfair",51.509351,-0.147449,15
BikePoints_383,/Place/BikePoints_383,"Frith Street, Soho",51.513103,-0.131213,18
BikePoints_384,/Place/BikePoints_384,"Marloes Road, Kensington",51.496481,-0.192404,15
BikePoints_386,/Place/BikePoints_386,"Moor Street, Soho",51.513527,-0.13011,16
BikePoints_387,/Place/BikePoints_387,"Fire Brigade Pier, Vauxhall",51.493699,-0.121394,30
BikePoints_388,/Place/BikePoints_388,"Southampton Street, Strand",51.510701,-0.121723,14
BikePoints_389,/Place/BikePoints_389,"Upper Grosvenor Street, Mayfair",51.51013,-0.155757,18
BikePoints_390,/Place/BikePoints_390,"Buxton Street 1, Shoreditch",51.521776,-0.068856,41
BikePoints_391,/Place/BikePoints_391,"Clifford Street, Mayfair",51.510662,-0.142345,17
BikePoints_392,/Place/BikePoints_392,"Imperial College, Knightsbridge",51.499428,-0.179702,21
BikePoints_393,/Place/BikePoints_393,"Snow Hill, Farringdon",51.517334,-0.103604,15
BikePoints_394,/Place/BikePoints_394,"Aberdeen Place, St. John's Wood",51.524826,-0.176268,18
BikePoints_395,/Place/BikePoints_395,"Cadogan Gardens, Chelsea",51.492462,-0.159919,15
BikePoints_396,/Place/BikePoints_396,"Shouldham Street, Marylebone",51.51809,-0.163609,16
BikePoints_397,/Place/BikePoints_397,"Devonshire Terrace, Bayswater",51.51348,-0.17977,16
BikePoints_398,/Place/BikePoints_398,"Holland Park, Kensington",51.502319,-0.200742,30
BikePoints_399,/Place/BikePoints_399,"Brick Lane Market, Shoreditch",51.522617,-0.071653,24
BikePoints_400,/Place/BikePoints_400,"George Street, Marylebone",51.517703,-0.154106,27
BikePoints_401,/Place/BikePoints_401,"Columbia Road, Shoreditch",51.528187,-0.075375,24
BikePoints_402,/Place/BikePoints_402,"Penfold Street, Marylebone",51.522892,-0.171681,15
BikePoints_403,/Place/BikePoints_403,"George Place Mews, Marylebone",51.516892,-0.158249,16
BikePoints_404,/Place/BikePoints_404,"Palace Gate, Kensington Gardens",51.502042,-0.1844,13
BikePoints_405,/Place/BikePoints_405,"Gloucester Road Station, South Kensington",51.494185,-0.18267,15
BikePoints_408,/Place/BikePoints_408,"Sun Street, Liverpool Street",51.520009,-0.083935,24
BikePoints_409,/Place/BikePoints_409,"Strata, Elephant & Castle",51.493146,-0.099828,41
BikePoints_410,/Place/BikePoints_410,"Edgware Road Station, Marylebone",51.519968,-0.169774,64
BikePoints_411,/Place/BikePoints_411,"Rotherhithe Roundabout, Rotherhithe",51.499169,-0.055846,19
BikePoints_412,/Place/BikePoints_412,"Cleaver Street, Kennington",51.488105,-0.110121,17
BikePoints_419,/Place/BikePoints_419,"Chelsea Bridge, Pimlico",51.485821,-0.149004,15
BikePoints_421,/Place/BikePoints_421,"Southwark Station 2, Southwark",51.504044,-0.104778,45
BikePoints_423,/Place/BikePoints_423,"Eaton Square (South), Belgravia",51.494561,-0.153933,31
BikePoints_424,/Place/BikePoints_424,"Ebury Bridge, Pimlico",51.490491,-0.149186,29
BikePoints_426,/Place/BikePoints_426,"Vincent Street, Pimlico",51.493072,-0.129925,17
BikePoints_427,/Place/BikePoints_427,"Cheapside, Bank",51.51397,-0.09294,43
BikePoints_428,/Place/BikePoints_428,"Exhibition Road, Knightsbridge",51.499917,-0.174554,20
BikePoints_430,/Place/BikePoints_430,"South Parade, Chelsea",51.48902,-0.17524,18
BikePoints_431,/Place/BikePoints_431,"Crinan Street, King's Cross",51.534474,-0.122203,20
BikePoints_432,/Place/BikePoints_432,"Exhibition Road Museums 1, South Kensington",51.496468,-0.173796,13
BikePoints_433,/Place/BikePoints_433,"Wren Street, Holborn",51.524564,-0.116279,33
BikePoints_435,/Place/BikePoints_435,"Kennington Station, Kennington",51.488852,-0.105593,23
BikePoints_436,/Place/BikePoints_436,"Red Lion Street, Holborn",51.51824,-0.11655,36
BikePoints_437,/Place/BikePoints_437,"Vauxhall Walk, Vauxhall",51.488124,-0.120903,27
BikePoints_439,/Place/BikePoints_439,"Killick Street, King's Cross",51.5338,-0.118677,22
BikePoints_440,/Place/BikePoints_440,"Kennington Oval, Oval",51.483145,-0.113134,33
BikePoints_441,/Place/BikePoints_441,"Sail Street, Vauxhall",51.495656,-0.114605,24
BikePoints_442,/Place/BikePoints_442,"Walmer Road, Avondale",51.510101,-0.211358,24
BikePoints_443,/Place/BikePoints_443,"Philpot Street, Whitechapel",51.515256,-0.058641,30
BikePoints_444,/Place/BikePoints_444,"Bethnal Green Garden, Bethnal Green",51.52568,-0.055312,24
BikePoints_445,/Place/BikePoints_445,"Cheshire Street, Bethnal Green",51.52388,-0.065076,28
BikePoints_446,/Place/BikePoints_446,"York Hall, Bethnal Green",51.528936,-0.055894,27
BikePoints_447,/Place/BikePoints_447,"Jubilee Crescent, Cubitt Town",51.493381,-0.007542,54
BikePoints_448,/Place/BikePoints_448,"Fisherman's Walk West, Canary Wharf",51.50623,-0.02296,36
BikePoints_449,/Place/BikePoints_449,"Shadwell Station, Shadwell",51.511088,-0.057159,35
BikePoints_450,/Place/BikePoints_450,"Jubilee Street, Stepney",51.515975,-0.053177,28
BikePoints_451,/Place/BikePoints_451,"Hermitage Court, Wapping",51.504719,-0.063531,16
BikePoints_452,/Place/BikePoints_452,"St. Katharine's Way, Tower",51.505697,-0.070542,24
BikePoints_453,/Place/BikePoints_453,"Garnet Street, Shadwell",51.508447,-0.055167,24
BikePoints_454,/Place/BikePoints_454,"Napier Avenue, Millwall",51.487679,-0.021582,20
BikePoints_455,/Place/BikePoints_455,"East Ferry Road, Cubitt Town",51.49447,-0.014409,17
BikePoints_456,/Place/BikePoints_456,"Parkway, Camden Town",51.538071,-0.144664,33
BikePoints_457,/Place/BikePoints_457,"Castlehaven Road, Camden Town",51.542138,-0.145393,29
BikePoints_458,/Place/BikePoints_458,"Wapping Lane, Wapping",51.504749,-0.057544,28
BikePoints_459,/Place/BikePoints_459,"Gunmakers Lane, Old Ford",51.535179,-0.03338,17
BikePoints_460,/Place/BikePoints_460,"Burdett Road, Mile End",51.516196,-0.029138,33
BikePoints_461,/Place/BikePoints_461,"Aston Street, Stepney",51.516,-0.038775,26
BikePoints_462,/Place/BikePoints_462,"Bonny Street, Camden Town",51.541603,-0.138853,45
BikePoints_463,/Place/BikePoints_463,"Thurtle Road, Haggerston",51.534776,-0.071881,22
BikePoints_464,/Place/BikePoints_464,"St. Mary & St. Michael Church, Stepney",51.51417,-0.052099,25
BikePoints_465,/Place/BikePoints_465,"Pitfield Street North,Hoxton",51.53558,-0.08249,28
BikePoints_466,/Place/BikePoints_466,"Whiston Road, Haggerston",51.534464,-0.076341,21
BikePoints_467,/Place/BikePoints_467,"Southern Grove, Bow",51.523538,-0.030556,17
BikePoints_468,/Place/BikePoints_468,"Cantrell Road, Bow",51.521564,-0.022694,24
BikePoints_469,/Place/BikePoints_469,"Lindfield Street, Poplar",51.513757,-0.020467,44
BikePoints_470,/Place/BikePoints_470,"Mostyn Grove, Bow",51.530535,-0.025492,46
BikePoints_471,/Place/BikePoints_471,"Hewison Street, Old Ford",51.533283,-0.028155,19
BikePoints_472,/Place/BikePoints_472,"Malmesbury Road, Bow",51.529452,-0.027616,21
BikePoints_473,/Place/BikePoints_473,"Millharbour, Millwall",51.496137,-0.019355,19
BikePoints_474,/Place/BikePoints_474,"Gascoyne Road, Victoria Park",51.541515,-0.038557,20
BikePoints_475,/Place/BikePoints_475,"Lightermans Road, Millwall",51.499041,-0.020157,31
BikePoints_476,/Place/BikePoints_476,"Stebondale Street, Cubitt Town",51.489096,-0.009205,29
BikePoints_477,/Place/BikePoints_477,"Spindrift Avenue, Millwall",51.49109,-0.018716,36
BikePoints_478,/Place/BikePoints_478,"Stepney Green Station, Stepney",51.521889,-0.04667,21
BikePoints_479,/Place/BikePoints_479,"Pott Street, Bethnal Green",51.527152,-0.058005,20
BikePoints_480,/Place/BikePoints_480,"Flamborough Street, Limehouse",51.512871,-0.038986,25
BikePoints_481,/Place/BikePoints_481,"Saunders Ness Road, Cubitt Town",51.487129,-0.009001,35
BikePoints_482,/Place/BikePoints_482,"Exhibition Road Museums 2, South Kensington",51.495947,-0.173689,14
BikePoints_483,/Place/BikePoints_483,"Albert Gardens, Stepney",51.51328,-0.047784,33
BikePoints_484,/Place/BikePoints_484,"Bromley High Street, Bow",51.528828,-0.013258,24
BikePoints_485,/Place/BikePoints_485,"Old Ford Road, Bethnal Green",51.531127,-0.048017,24
BikePoints_486,/Place/BikePoints_486,"Granby Street, Shoreditch",51.525645,-0.069543,37
BikePoints_487,/Place/BikePoints_487,"Canton Street, Poplar",51.511811,-0.025626,23
BikePoints_488,/Place/BikePoints_488,"Reardon Street, Wapping",51.506946,-0.058681,22
BikePoints_489,/Place/BikePoints_489,"Christian Street, Whitechapel",51.513074,-0.064094,34
BikePoints_490,/Place/BikePoints_490,"Pennington Street, Wapping",51.508622,-0.065006,45
BikePoints_491,/Place/BikePoints_491,"Queen Mary's, Mile End",51.522507,-0.041378,45
BikePoints_492,/Place/BikePoints_492,"Maplin Street, Mile End",51.525501,-0.032267,39
BikePoints_494,/Place/BikePoints_494,"South Quay East, Canary Wharf",51.50196,-0.016251,36
BikePoints_495,/Place/BikePoints_495,"Bow Church Station, Bow",51.528169,-0.018703,39
BikePoints_496,/Place/BikePoints_496,"Devons Road, Bow",51.52512,-0.015578,39
BikePoints_497,/Place/BikePoints_497,"Merchant Street, Bow",51.526578,-0.027581,27
BikePoints_498,/Place/BikePoints_498,"Bow Road Station, Bow",51.527058,-0.025296,42
BikePoints_499,/Place/BikePoints_499,"Furze Green, Bow",51.519265,-0.021345,36
BikePoints_500,/Place/BikePoints_500,"Ansell House, Stepney",51.520019,-0.05438,41
BikePoints_501,/Place/BikePoints_501,"Cephas Street, Bethnal Green",51.522561,-0.054883,24
BikePoints_502,/Place/BikePoints_502,"Bonner Gate, Victoria Park",51.53341,-0.049591,21
BikePoints_503,/Place/BikePoints_503,"Cleveland Way, Stepney",51.520893,-0.051394,36
BikePoints_504,/Place/BikePoints_504,"St. John's Park, Cubitt Town",51.496454,-0.009506,30
BikePoints_505,/Place/BikePoints_505,"Ackroyd Drive, Bow",51.520398,-0.026768,29
BikePoints_506,/Place/BikePoints_506,"Bell Lane, Liverpool Street",51.517475,-0.075855,23
BikePoints_507,/Place/BikePoints_507,"Clarkson Street, Bethnal Green",51.528692,-0.059091,31
BikePoints_508,/Place/BikePoints_508,"Fournier Street, Whitechapel",51.519362,-0.074431,18
BikePoints_509,/Place/BikePoints_509,"Fore Street Avenue, Guildhall",51.517842,-0.090075,19
BikePoints_510,/Place/BikePoints_510,"Westferry DLR, Limehouse",51.509303,-0.025996,41
BikePoints_511,/Place/BikePoints_511,"Sutton Street, Shadwell",51.511066,-0.053558,33
BikePoints_512,/Place/BikePoints_512,"Pritchard's Road, Bethnal Green",51.532091,-0.06142,30
BikePoints_514,/Place/BikePoints_514,"Portman Square, Marylebone",51.516204,-0.155525,17
BikePoints_515,/Place/BikePoints_515,"Russell Gardens, Olympia",51.500088,-0.211316,24
BikePoints_516,/Place/BikePoints_516,"Chrisp Street Market, Poplar",51.5112,-0.014438,18
BikePoints_517,/Place/BikePoints_517,"Ford Road, Old Ford",51.532513,-0.033085,18
BikePoints_518,/Place/BikePoints_518,"Antill Road, Mile End",51.528224,-0.037471,30
BikePoints_519,/Place/BikePoints_519,"Teviot Street, Poplar",51.518811,-0.011662,33
BikePoints_520,/Place/BikePoints_520,"Bancroft Road, Bethnal Green",51.526041,-0.047218,21
BikePoints_521,/Place/BikePoints_521,"Driffield Road, Old Ford",51.534137,-0.037366,19
BikePoints_522,/Place/BikePoints_522,"Clinton Road, Mile End",51.525941,-0.036017,36
BikePoints_523,/Place/BikePoints_523,"Langdon Park, Poplar",51.51549,-0.013475,24
BikePoints_524,/Place/BikePoints_524,"Lancaster Gate , Bayswater",51.511654,-0.179668,38
BikePoints_525,/Place/BikePoints_525,"Blythe Road, Olympia",51.496927,-0.2135,24
BikePoints_526,/Place/BikePoints_526,"Lancaster Drive, Blackwall",51.503143,-0.008428,27
BikePoints_527,/Place/BikePoints_527,"Hansard Mews, Holland Park",51.503802,-0.215808,20
BikePoints_528,/Place/BikePoints_528,"Clarges Street, Mayfair",51.507326,-0.145827,16
BikePoints_529,/Place/BikePoints_529,"Manresa Road, Chelsea",51.486892,-0.170983,18
BikePoints_530,/Place/BikePoints_530,"Newby Place, Poplar",51.508896,-0.012413,18
BikePoints_531,/Place/BikePoints_531,"Twig Folly Bridge, Mile End",51.530326,-0.042744,21
BikePoints_532,/Place/BikePoints_532,"Jubilee Plaza, Canary Wharf",51.5034,-0.020242,63
BikePoints_533,/Place/BikePoints_533,"Wellington Row, Bethnal Green",51.528222,-0.069743,33
BikePoints_534,/Place/BikePoints_534,"Goldsmith's Row, Haggerston",51.531864,-0.066035,27
BikePoints_535,/Place/BikePoints_535,"Gloucester Avenue, Camden Town",51.537349,-0.147154,24
BikePoints_536,/Place/BikePoints_536,"Queensbridge Road, Haggerston",51.53385,-0.06992,35
BikePoints_537,/Place/BikePoints_537,"Old Montague Street, Whitechapel",51.51793,-0.067937,18
BikePoints_538,/Place/BikePoints_538,"Naval Row, Blackwall",51.508981,-0.00699,21
BikePoints_539,/Place/BikePoints_539,"Hoxton Station, Hoxton",51.531091,-0.075901,22
BikePoints_540,/Place/BikePoints_540,"Albany Street, The Regent's Park",51.528302,-0.144466,27
BikePoints_541,/Place/BikePoints_541,"Green Park Station, Mayfair",51.506613,-0.142844,28
BikePoints_542,/Place/BikePoints_542,"Salmon Lane, Limehouse",51.514115,-0.033828,33
BikePoints_543,/Place/BikePoints_543,"Lansdowne Walk, Ladbroke Grove",51.509591,-0.204666,21
BikePoints_544,/Place/BikePoints_544,"Percival Street, Finsbury",51.526153,-0.102208,22
BikePoints_545,/Place/BikePoints_545,"Arlington Road, Camden Town",51.539957,-0.145246,24
BikePoints_546,/Place/BikePoints_546,"New Fetter Lane, Holborn",51.517428,-0.107987,21
BikePoints_547,/Place/BikePoints_547,"East India DLR, Blackwall",51.509474,-0.002275,51
BikePoints_548,/Place/BikePoints_548,"Westminster Bridge Road, Elephant & Castle",51.498386,-0.107913,26
BikePoints_549,/Place/BikePoints_549,"Gaywood  Street, Elephant & Castle",51.49605,-0.104193,45
BikePoints_550,/Place/BikePoints_550,"Harford Street, Mile End",51.521564,-0.039264,23
BikePoints_551,/Place/BikePoints_551,"Import Dock, Canary Wharf",51.505772,-0.01646,39
BikePoints_552,/Place/BikePoints_552,"Watney Street, Shadwell",51.511542,-0.056667,27
BikePoints_553,/Place/BikePoints_553,"Regent's Row , Haggerston",51.535678,-0.062546,24
BikePoints_554,/Place/BikePoints_554,"Aberfeldy Street, Poplar",51.513548,-0.005659,16
BikePoints_556,/Place/BikePoints_556,"Heron Quays DLR, Canary Wharf",51.502661,-0.021596,27
BikePoints_557,/Place/BikePoints_557,"King Edward Street, St Pauls",51.51601,-0.0985,20
BikePoints_558,/Place/BikePoints_558,"Page Street, Westminster",51.493978,-0.127554,24
BikePoints_559,/Place/BikePoints_559,"Abbotsbury Road, Holland Park",51.501391,-0.205991,24
BikePoints_560,/Place/BikePoints_560,"Ladbroke Grove Central, Ladbroke Grove",51.511624,-0.205921,21
BikePoints_561,/Place/BikePoints_561,"Rectory Square, Stepney",51.518369,-0.043371,22
BikePoints_562,/Place/BikePoints_562,"Bury Place, Holborn",51.51742,-0.123189,21
BikePoints_563,/Place/BikePoints_563,"Preston's Road, Cubitt Town",51.499286,-0.009152,26
BikePoints_564,/Place/BikePoints_564,"Somerset House, Strand",51.509943,-0.117619,41
BikePoints_565,/Place/BikePoints_565,"Selby Street, Whitechapel",51.521905,-0.063386,17
BikePoints_566,/Place/BikePoints_566,"Westfield Ariel Way, White City",51.509158,-0.224103,42
BikePoints_568,/Place/BikePoints_568,"Bishop's Bridge Road West, Bayswater",51.51616,-0.18697,18
BikePoints_569,/Place/BikePoints_569,"Pitfield Street Central, Hoxton",51.53213,-0.08299,30
BikePoints_570,/Place/BikePoints_570,"Upper Bank Street, Canary Wharf",51.503083,-0.017676,36
BikePoints_571,/Place/BikePoints_571,"Westfield Southern Terrace ,Shepherd's Bush",51.506256,-0.218337,29
BikePoints_572,/Place/BikePoints_572,"Greenland Road, Camden Town",51.539099,-0.141728,36
BikePoints_574,/Place/BikePoints_574,"Eagle Wharf Road, Hoxton",51.53356,-0.09315,45
BikePoints_576,/Place/BikePoints_576,"Alpha Grove, Millwall",51.497304,-0.022793,23
BikePoints_577,/Place/BikePoints_577,"Globe Town Market, Bethnal Green",51.528869,-0.047548,20
BikePoints_578,/Place/BikePoints_578,"Hollybush Gardens, Bethnal Green",51.527607,-0.057133,32
BikePoints_579,/Place/BikePoints_579,"Queen Street 2, Bank",51.511246,-0.093051,36
BikePoints_580,/Place/BikePoints_580,"Doddington Grove, Kennington",51.486929,-0.102996,36
BikePoints_581,/Place/BikePoints_581,"New Cavendish Street, Marylebone",51.519167,-0.147983,18
BikePoints_583,/Place/BikePoints_583,"Abingdon Green, Westminster",51.49764,-0.125972,20
BikePoints_584,/Place/BikePoints_584,"Ilchester Gardens, Bayswater",51.51244,-0.19096,21
BikePoints_586,/Place/BikePoints_586,"Mudchute DLR, Cubitt Town",51.490645,-0.014582,31
BikePoints_587,/Place/BikePoints_587,"Monument Street, Monument",51.50964,-0.08497,22
BikePoints_588,/Place/BikePoints_588,"Hoxton Street, Hoxton",51.52959,-0.0801,27
BikePoints_589,/Place/BikePoints_589,"Drayton Gardens, West Chelsea",51.487196,-0.179369,18
BikePoints_590,/Place/BikePoints_590,"Greenberry Street, St.John's Wood",51.53256,-0.16862,26
BikePoints_591,/Place/BikePoints_591,"Westfield Library Corner, Shepherd's Bush",51.506093,-0.224223,27
BikePoints_592,/Place/BikePoints_592,"Bishop's Bridge Road East, Bayswater",51.5171,-0.18377,20
BikePoints_593,/Place/BikePoints_593,"Northdown Street, King's Cross",51.531066,-0.11934,21
BikePoints_594,/Place/BikePoints_594,"Kingsway Southbound, Strand",51.513875,-0.117774,33
BikePoints_595,/Place/BikePoints_595,"Hammersmith Road, Hammersmith",51.493267,-0.21985,22
BikePoints_596,/Place/BikePoints_596,"Parson's Green , Parson's Green",51.472817,-0.199783,21
BikePoints_597,/Place/BikePoints_597,"Fulham Park Road, Fulham",51.473471,-0.20782,27
BikePoints_598,/Place/BikePoints_598,"Southerton Road, Hammersmith",51.494499,-0.228188,38
BikePoints_599,/Place/BikePoints_599,"Manbre Road, Hammersmith",51.485743,-0.223616,28
BikePoints_600,/Place/BikePoints_600,"South Lambeth Road, Vauxhall",51.481747,-0.124642,21
BikePoints_601,/Place/BikePoints_601,"BBC White City, White City",51.514767,-0.225787,36
BikePoints_602,/Place/BikePoints_602,"Union Grove, Wandsworth Road",51.472993,-0.133972,45
BikePoints_603,/Place/BikePoints_603,"Caldwell Street, Stockwell",51.477839,-0.116493,44
BikePoints_604,/Place/BikePoints_604,"St Martins Close, Camden Town",51.538792,-0.138535,18
BikePoints_605,/Place/BikePoints_605,"Seymour Place, Marylebone",51.520331,-0.163667,29
BikePoints_606,/Place/BikePoints_606,"Addison Road, Holland Park",51.504199,-0.210941,26
BikePoints_607,/Place/BikePoints_607,"Putney Bridge Station, Fulham",51.468814,-0.210279,21
BikePoints_608,/Place/BikePoints_608,"Colet Gardens, Hammersmith",51.491093,-0.216493,30
BikePoints_609,/Place/BikePoints_609,"Sugden Road, Clapham",51.465123,-0.157788,19
BikePoints_610,/Place/BikePoints_610,"Danvers Street, West Chelsea",51.482567,-0.172078,21
BikePoints_611,/Place/BikePoints_611,"Princedale Road , Holland Park",51.506465,-0.208486,20
BikePoints_612,/Place/BikePoints_612,"Wandsworth Rd, Isley Court, Wandsworth Road",51.469259,-0.141812,30
BikePoints_613,/Place/BikePoints_613,"Woodstock Grove, Shepherd's Bush",51.504038,-0.2174,24
BikePoints_614,/Place/BikePoints_614,"London Fields, Hackney Central",51.54119,-0.058826,21
BikePoints_615,/Place/BikePoints_615,"Finlay Street, Fulham",51.476885,-0.215895,24
BikePoints_616,/Place/BikePoints_616,"Aintree Street, Fulham",51.481021,-0.209973,24
BikePoints_617,/Place/BikePoints_617,"Elysium Place, Fulham",51.471079,-0.207842,21
BikePoints_618,/Place/BikePoints_618,"Eel Brook Common, Walham Green",51.476259,-0.193254,24
BikePoints_619,/Place/BikePoints_619,"Irene Road, Parsons Green",51.473763,-0.19701,43
BikePoints_620,/Place/BikePoints_620,"Surrey Lane, Battersea",51.47518,-0.16716,28
BikePoints_621,/Place/BikePoints_621,"Wandsworth Town Station, Wandsworth",51.460864,-0.187427,33
BikePoints_622,/Place/BikePoints_622,"Lansdowne Road, Ladbroke Grove",51.507481,-0.205535,29
BikePoints_623,/Place/BikePoints_623,"Nantes Close, Wandsworth",51.46193,-0.180791,22
